"id","csrd_id","csrd_name","csrd_appendix_b","csrd_appendix_c_less_then_750","csrd_appendix_c_more_then_750","csrd_sheet_name","csrd_conditional_or_alternative_dp","csrd_data_type","csrd_dr","csrd_esrs","csrd_may_v","csrd_paragraph","csrd_related_ar"
"__export__.document_csrd_409_acdafe2d","e2.iro-1_01","information about the process to identify actual and potential pollution-related impacts, risks and opportuntities","","","","ESRS E2","","narrative","e2.iro-1","e2","","11 a","ar 1- ar 8"
"__export__.document_csrd_410_00046409","e2.iro-1_02","disclosure of whether and how consultations have been conducted (pollution)","","","","ESRS E2","","narrative","e2.iro-1","e2","","11 b",""
"__export__.document_csrd_411_22e6fc6e","e2.iro-1_03","disclosure of results of materiality assessment (pollution)","","","","ESRS E2","","narrative","e2.iro-1","e2","","ar 9",""
"__export__.document_csrd_412_aea5d834","e2.mdr-p_01-06","policies to manage its material impacts, risks and opportunities related to pollution [see esrs 2 mdr-p]","","","","ESRS E2","","mdr-p","e2-1","e2","","14","ar 10"
"__export__.document_csrd_413_da81cf7c","e2-1_01","disclosure of whether and how policy addresses mitigating negative impacts related to pollution of air, water and soil","","","","ESRS E2","","narrative","e2-1","e2","","15 a","ar 11"
"__export__.document_csrd_414_3cbbbfc8","e2-1_02","disclosure of  whether and how policy addresses substituting and minimising use of substances of concern and phasing out substances of very high concern","","","","ESRS E2","","narrative","e2-1","e2","","15 b","ar 11"
"__export__.document_csrd_415_87082625","e2-1_03","disclosure of  whether and how policy addresses avoiding incidents and emergency situations, and if and when they occur, controlling and limiting their impact on people and environment","","","","ESRS E2","","narrative","e2-1","e2","","15 c",""
"__export__.document_csrd_416_ccfae78b","e2-1_04","disclosure of contextual information on relations between policies implemented and how policies contribute to eu action plan towards zero pollution for air, water and soil","","","","ESRS E2","","narrative","e2-1","e2","v","ar 12",""
"__export__.document_csrd_417_3ace2c5f","e2.mdr-p_07-08","disclosures to be reported in case the undertaking has not adopted policies","","","","ESRS E2","","","","esrs 2","","62",""
"__export__.document_csrd_418_a09d1d39","e2.mdr-a_01-12","actions and resources in relation to pollution [see esrs 2 mdr-a]","","","","ESRS E2","","mdr-a","e2-2","e2","","18",""
"__export__.document_csrd_419_ec295f32","e2-2_01","layer in mitigation hierarchy to which action can be allocated to (pollution)","","","","ESRS E2","","semi-narrative","e2-2","e2","v","19",""
"__export__.document_csrd_420_c27de779","e2-2_02","action related to pollution extends to upstream/downstream value chain engagements","","","","ESRS E2","","semi-narrative","e2-2","e2","","ar 13",""
"__export__.document_csrd_421_4846daa9","e2-2_03","layer in mitigation hierarchy to which resources can be allocated to (pollution)","","","","ESRS E2","","semi-narrative","e2-2","e2","v","19","ar 14"
"__export__.document_csrd_422_914655af","e2-2_04","information about action plans that have been implemented at site-level (pollution)","","","","ESRS E2","conditional","narrative","e2-2","e2","v","ar 15",""
"__export__.document_csrd_423_10fa8789","e2.mdr-a_13-14","disclosures to be reported if the undertaking has not adopted actions","","","","ESRS E2","","","","esrs 2","","62",""
"__export__.document_csrd_424_27905ee9","e2.mdr-t_01-13","tracking effectiveness of policies and actions through targets [see esrs 2 mdr-t ]","","","","ESRS E2","","mdr-t","e2-3","e2","","22","ar 19"
"__export__.document_csrd_425_19f0feba","e2-3_01","disclosure of  whether and  how target relates to prevention and control of air pollutants and respective specific loads","","","","ESRS E2","","narrative","e2-3","e2","","23 a",""
"__export__.document_csrd_426_352e4e9d","e2-3_02","disclosure of  whether and how target relates to prevention and control of emissions to water and respective specific loads","","","","ESRS E2","","narrative","e2-3","e2","","23 b",""
"__export__.document_csrd_427_10bc85c4","e2-3_03","disclosure of  whether and how target relates to prevention and control of pollution to soil and respective specific loads","","","","ESRS E2","","narrative","e2-3","e2","","23 c",""
"__export__.document_csrd_428_3c6bea13","e2-3_04","disclosure of  whether and how target relates to prevention and control of  substances of concern and substances of very high concern","","","","ESRS E2","","narrative","e2-3","e2","","23 d",""
"__export__.document_csrd_429_6adaa8a1","e2-3_05","ecological thresholds and entity-specific allocations were taken into consideration when setting pollution-related target","","","","ESRS E2","","semi-narrative","e2-3","e2","v","24","ar 16"
"__export__.document_csrd_430_47c58cf1","e2-3_06","disclosure of ecological thresholds identified and methodology used to identify ecological thresholds (pollution)","","","","ESRS E2","conditional","narrative","e2-3","e2","v","24 a","ar 16"
"__export__.document_csrd_431_6626c918","e2-3_07","disclosure of how ecological entity-specific thresholds were determined (pollution)","","","","ESRS E2","conditional","narrative","e2-3","e2","v","24 b","ar 16"
"__export__.document_csrd_432_b272f794","e2-3_08","disclosure of how responsibility for respecting identified ecological thresholds is allocated (pollution)","","","","ESRS E2","conditional","narrative","e2-3","e2","v","24 c","ar 16"
"__export__.document_csrd_433_3d1fda80","e2-3_09","pollution-related target is mandatory (required by legislation)/voluntary","","","","ESRS E2","","semi-narrative","e2-3","e2","","25",""
"__export__.document_csrd_434_a0f7e184","e2-3_10","pollution-related target addresses shortcomings related to substantial contribution criteria for pollution prevention and control","","","","ESRS E2","","semi-narrative","e2-3","e2","v","ar 17",""
"__export__.document_csrd_435_abf23299","e2-3_11","information about targets that have been implemented at site-level (pollution)","","","","ESRS E2","conditional","narrative","e2-3","e2","v","ar 18",""
"__export__.document_csrd_436_5fea502c","e2.mdr-t_14-19","disclosures to be reported if the undertaking has not adopted targets","","","","ESRS E2","","","","esrs 2","","81",""
"__export__.document_csrd_437_8223aab8","e2-4_01","pollution of air, water and soil [multiple dimensions: at site level or  by type of source, by sector or by geographical area","","","","ESRS E2","","table","e2-4","e2","","28 a","ar 21 - 22"
"__export__.document_csrd_438_0a1eb426","e2-4_02","emissions to air by pollutant","sfdr","","","ESRS E2","","table/mass","e2-4","e2","","28 a","ar 21 - 22"
"__export__.document_csrd_439_3a7b8251","e2-4_03","emissions to water by pollutant  [+ by sectors/geographical area/type of source/site location]","sfdr","","","ESRS E2","","table/mass","e2-4","e2","","28 a","ar 21 - 22"
"__export__.document_csrd_440_466fbfc7","e2-4_04","emissions to soil by pollutant  [+ by sectors/geographical area/type of source/site location]","sfdr","","","ESRS E2","","table/mass","e2-4","e2","","28 a","ar 21 - 22"
"__export__.document_csrd_441_e4109c36","e2-4_05","microplastics generated and used","","","","ESRS E2","alternative","mass","e2-4","e2","","28 b","ar 20"
"__export__.document_csrd_442_104daf8e","e2-4_06","microplastics generated","","","","ESRS E2","alternative","mass","e2-4","e2","","28 b","ar 20"
"__export__.document_csrd_443_bb16d886","e2-4_07","microplastics used","","","","ESRS E2","alternative","mass","e2-4","e2","","28 b","ar 20"
"__export__.document_csrd_444_cfd99190","e2-4_08","description of changes over time (pollution of air, water and soil)","","","","ESRS E2","","narrative","e2-4","e2","","30 a",""
"__export__.document_csrd_445_103e944a","e2-4_09","description of measurement methodologies (pollution of air, water and soil)","","","","ESRS E2","","narrative","e2-4","e2","","30 b","ar 26-ar 27"
"__export__.document_csrd_446_fc56e4d0","e2-4_10","description of process(es) to collect data for pollution-related accounting and reporting","","","","ESRS E2","","narrative","e2-4","e2","","30 c","ar 27"
"__export__.document_csrd_447_fdd94d95","e2-4_11","percent of total emissions of pollutants to water occurring in areas at water risk","","","","ESRS E2","","percent","e2-4","e2","v","ar 23 c",""
"__export__.document_csrd_448_cc160b35","e2-4_12","percent of total emissions of pollutants to water occurring in areas of high-water stress","","","","ESRS E2","","percent","e2-4","e2","v","ar 23 c",""
"__export__.document_csrd_449_d3d6c35b","e2-4_13","percent of total emissions of pollutants to soil occurring in areas at water risk","","","","ESRS E2","","percent","e2-4","e2","v","ar 23 c",""
"__export__.document_csrd_450_0a93a62e","e2-4_14","percent of total emissions of pollutants to soil occurring in areas of high-water stress","","","","ESRS E2","","percent","e2-4","e2","v","ar 23 c",""
"__export__.document_csrd_451_a0f7587d","e2-4_15","disclosure of reasons for choosing inferior methodology to quantify emissions","","","","ESRS E2","conditional","narrative","e2-4","e2","","31",""
"__export__.document_csrd_452_3ad15073","e2-4_16","disclosure of list of installations operated that fall under ied and eu bat conclusions","","","","ESRS E2","conditional","narrative","e2-4","e2","v","ar 25a",""
"__export__.document_csrd_453_3c689890","e2-4_17","disclosure of list of any non-compliance incidents or enforcement actions necessary to ensure compliance in case of breaches of permit conditions","","","","ESRS E2","conditional","narrative","e2-4","e2","v","ar 25b",""
"__export__.document_csrd_454_30483a9e","e2-4_18","disclosure of actual performance and comparison of environmental performance against emission levels associated with best available techniques (bat-ael) as described in eu-bat conclusions","","","","ESRS E2","conditional","narrative","e2-4","e2","v","ar 25c",""
"__export__.document_csrd_455_15ff97ab","e2-4_19","disclosure of actual performance against environmental performance levels associated with best available techniques (bat-aepls) applicable to sector and installation","","","","ESRS E2","conditional","narrative","e2-4","e2","v","ar 25d",""
"__export__.document_csrd_456_57db85aa","e2-4_20","disclosure of list of any compliance schedules or derogations granted by competent authorities according to article 15(4) ied that are associated with implementation of bat-aels","","","","ESRS E2","conditional","narrative","e2-4","e2","v","ar 25e",""
"__export__.document_csrd_457_4272817b","e2-5_01","total amount of substances of concern that are generated or used during production or that are procured, breakdown by main hazard classes of substances of concern","","","","ESRS E2","","table","e2-5","e2","","34","ar 28-ar 30"
"__export__.document_csrd_458_70b0cb2c","e2-5_02","total amount of substances of concern that are generated or used during production or that are procured","","","","ESRS E2","","table/mass","e2-5","e2","","34",""
"__export__.document_csrd_459_ad51986c","e2-5_03","total amount of substances of concern that leave facilities as emissions, as products, or as part of products or services","","","","ESRS E2","","table/mass","e2-5","e2","","34",""
"__export__.document_csrd_460_3cd8cfff","e2-5_04","amount of substances of concern that leave facilities as emissions by main hazard classes of substances of concern","","","","ESRS E2","","table/mass","e2-5","e2","","34",""
"__export__.document_csrd_461_705154f0","e2-5_05","amount of substances of concern that leave facilities as products by main hazard classes of substances of concern","","","","ESRS E2","","table/mass","e2-5","e2","","34",""
"__export__.document_csrd_462_76d9dde5","e2-5_06","amount of substances of concern that leave facilities as part of products by main hazard classes of substances of concern","","","","ESRS E2","","table/mass","e2-5","e2","","34",""
"__export__.document_csrd_463_827babe4","e2-5_07","amount of substances of concern that leave facilities as services by main hazard classes of substances of concern","","","","ESRS E2","","table/mass","e2-5","e2","","34",""
"__export__.document_csrd_464_1dc1eb05","e2-5_08","total amount of substances of very high concern that are generated or used during production or that are procured by main hazard classes of substances of concern","","","","ESRS E2","","table/mass","e2-5","e2","","35",""
"__export__.document_csrd_465_b360ed40","e2-5_09","total amount of substances of very high concern that leave facilities as emissions, as products, or as part of products or services by main hazard classes of substances of concern","","","","ESRS E2","","table/mass","e2-5","e2","","35",""
